chrom	start	gene	strand	LIC-dRNA-nonpolyA	LIC-dRNA-cDNA-polyA	LIC-dRNA-polyA	Q29-dRNA-nonpolyA-R1	Q29-dRNA-nonpolyA-R2	clusters
NC_005823.1	235979	LIC_RS23240	+	236304;1	NA	NA	236302;42	236670;12	276
NC_005823.1	235989	LIC_RS01085	+	NA	236225;1	NA	NA	NA	276
NC_005823.1	235993	LIC_RS23240	+	236429;1	NA	NA	NA	NA	276
NC_005823.1	236176	LIC_RS01085	+	NA	236784;1	NA	NA	NA	277
NC_005823.1	236932	LIC_RS01090	+	NA	237918;2	NA	NA	NA	278
NC_005823.1	236941	LIC_RS01090	+	237196;8	NA	237327;1	237196;126	237196;35	278
NC_005823.1	236968	LIC_RS01090	+	NA	NA	237775;1	NA	NA	279
NC_005823.1	239034	LIC_RS01100	+	NA	239765;1	NA	NA	NA	280
NC_005823.1	239632	LIC_RS01100	+	NA	NA	NA	240380;90	NA	281
NC_005823.1	239635	LIC_RS01100	+	NA	240380;1	NA	NA	NA	281
NC_005823.1	241707	LIC_RS01105	+	NA	NA	NA	242194;26	242610;5	282
NC_005823.1	241711	LIC_RS01105	+	242293;4	NA	NA	NA	NA	282
NC_005823.1	241741	LIC_RS01105	+	242192;3	NA	NA	242285;37	242295;7	283
NC_005823.1	242481	unaware	+	NA	NA	NA	NA	242980;2	284
NC_005823.1	242790	LIC_RS01110	+	243412;4	NA	NA	243082;66	243084;22	285
NC_005823.1	242958	unaware	+	243414;5	NA	NA	NA	NA	286
NC_005823.1	243542	LIC_RS01115	+	245424;23	244742;4	NA	244760;370	244742;108	287
NC_005823.1	243559	LIC_RS01120	+	244225;4	NA	NA	NA	NA	288
NC_005823.1	245229	LIC_RS01125	+	246098;11	246233;4	NA	246888;176	246888;53	289
NC_005823.1	247591	unaware	+	247745;2	NA	NA	NA	NA	290
NC_005823.1	249525	unaware	+	NA	NA	NA	249900;2	NA	291
NC_005823.1	250065	LIC_RS01145	+	NA	NA	NA	250591;153	250591;33	292
NC_005823.1	250067	LIC_RS01145	+	251280;6	251065;2	NA	NA	NA	292
NC_005823.1	252850	LIC_RS01150	+	NA	NA	NA	253810;3	NA	293
NC_005823.1	252851	LIC_RS01150	+	NA	NA	NA	NA	253356;2	293
NC_005823.1	252903	LIC_RS01150	+	NA	NA	NA	NA	253689;24	294
NC_005823.1	252907	unaware	+	NA	253915;3	NA	NA	NA	294
NC_005823.1	252913	unaware	+	NA	NA	NA	253689;203	NA	294
NC_005823.1	252914	unaware	+	253689;6	NA	NA	NA	NA	294
NC_005823.1	254571	unaware	+	255028;3	NA	NA	NA	NA	295
NC_005823.1	255207	unaware	+	255737;2	NA	NA	NA	NA	296
NC_005823.1	258229	unaware	+	NA	NA	NA	259086;6	NA	297
NC_005823.1	258230	unaware	+	NA	NA	NA	NA	259565;2	297
NC_005823.1	258267	LIC_RS01165	+	258875;15	259347;3	258922;2	258507;254	258507;72	298
NC_005823.1	260122	LIC_RS01175	+	260581;2	NA	NA	NA	NA	299
NC_005823.1	260137	LIC_RS01175	+	NA	NA	NA	260580;53	260582;11	300
NC_005823.1	260140	unaware	+	260579;4	NA	NA	NA	NA	300
NC_005823.1	261281	unaware	+	NA	NA	NA	NA	262525;5	301
NC_005823.1	261886	LIC_RS01180	+	NA	NA	NA	NA	262578;5	302
NC_005823.1	261902	LIC_RS01180	+	262520;3	NA	NA	NA	NA	303
NC_005823.1	264165	unaware	+	NA	NA	NA	264820;2	NA	304
NC_005823.1	264168	unaware	+	NA	NA	NA	NA	264829;4	304
NC_005823.1	264180	unaware	+	NA	NA	NA	264827;5	NA	305
NC_005823.1	264417	unaware	+	NA	NA	NA	264827;21	NA	306
NC_005823.1	264671	unaware	+	NA	NA	NA	264876;48	NA	307
NC_005823.1	267070	LIC_RS01205	+	267470;1	NA	NA	NA	NA	308
NC_005823.1	267324	LIC_RS01205	+	267446;1	NA	NA	NA	NA	309
NC_005823.1	267325	LIC_RS01205	+	NA	NA	NA	267577;22	268357;4	309
NC_005823.1	268463	LIC_RS01210	+	268965;2	NA	NA	NA	NA	310
NC_005823.1	268759	unaware	+	NA	NA	NA	NA	269389;8	311
NC_005823.1	269564	unaware	+	NA	NA	NA	270090;2	NA	312
NC_005823.1	271672	LIC_RS01220	+	272035;8	NA	NA	272035;97	272036;35	313
NC_005823.1	272007	LIC_RS01225	+	NA	NA	NA	NA	272884;7	314
NC_005823.1	272009	LIC_RS01225	+	NA	NA	NA	272885;23	NA	314
NC_005823.1	272591	unaware	+	272883;2	NA	NA	NA	NA	315
NC_005823.1	272874	LIC_RS01230	+	NA	NA	NA	NA	274356;16	316
NC_005823.1	272875	LIC_RS01230	+	273827;3	NA	NA	NA	NA	316
NC_005823.1	272880	LIC_RS01230	+	NA	NA	NA	273871;42	NA	316
NC_005823.1	272908	unaware	+	NA	NA	NA	NA	273210;36	317
NC_005823.1	273881	LIC_RS01235	+	274179;3	NA	NA	NA	NA	318
NC_005823.1	273890	LIC_RS01235	+	NA	NA	NA	274204;32	NA	318
NC_005823.1	275598	LIC_RS01240	+	NA	NA	NA	276659;4	NA	319
NC_005823.1	275643	LIC_RS01240	+	NA	NA	NA	276659;2	NA	320
NC_005823.1	276972	LIC_RS01250	+	NA	NA	NA	NA	278393;3	321
NC_005823.1	277182	LIC_RS01250	+	NA	NA	NA	NA	278195;5	322
NC_005823.1	277183	LIC_RS01250	+	NA	NA	NA	277824;19	NA	322
NC_005823.1	277705	LIC_RS23080	+	NA	NA	NA	278747;1	NA	323
NC_005823.1	278380	LIC_RS23080	+	NA	NA	NA	278586;1	NA	324
NC_005823.1	278914	unaware	+	279808;2	NA	NA	NA	280140;5	325
NC_005823.1	278914	LIC_RS01265	+	NA	NA	NA	279850;76	NA	325
NC_005823.1	278965	LIC_RS01265	+	280108;5	NA	NA	NA	NA	326
NC_005823.1	279019	LIC_RS01265	+	NA	NA	NA	280130;59	NA	327
NC_005823.1	283154	LIC_RS01285	+	NA	NA	NA	283770;2	NA	328
NC_005823.1	283516	unaware	+	NA	NA	NA	284153;8	NA	329
NC_005823.1	283817	unaware	+	NA	NA	NA	NA	283989;3	330
NC_005823.1	287562	unaware	+	NA	NA	NA	288000;3	NA	331
NC_005823.1	288495	unaware	+	NA	NA	NA	NA	289184;2	332
NC_005823.1	289440	LIC_RS01300	+	NA	NA	NA	NA	289782;2	333
NC_005823.1	289518	LIC_RS01300	+	NA	NA	NA	289782;1	NA	334
NC_005823.1	289605	LIC_RS01300	+	NA	NA	NA	289788;1	NA	335
NC_005823.1	289732	unaware	+	291025;4	NA	NA	291023;93	291023;30	336
NC_005823.1	292755	unaware	+	NA	NA	NA	293282;2	NA	337
NC_005823.1	292936	unaware	+	293541;2	NA	NA	NA	NA	338
NC_005823.1	294507	LIC_RS01320	+	NA	NA	NA	NA	295548;1	339
NC_005823.1	294703	LIC_RS01320	+	NA	NA	NA	NA	295555;1	340
NC_005823.1	294778	LIC_RS01320	+	NA	NA	NA	NA	295445;1	341
NC_005823.1	295715	unaware	+	NA	NA	NA	295941;17	NA	342
NC_005823.1	295717	unaware	+	NA	NA	NA	NA	296129;2	342
NC_005823.1	296933	unaware	+	297442;2	NA	NA	NA	NA	343
NC_005823.1	297080	LIC_RS01330	+	NA	NA	NA	NA	297667;3	344
NC_005823.1	297239	LIC_RS01330	+	297744;1	NA	NA	NA	NA	345
NC_005823.1	297271	LIC_RS01330	+	298132;2	NA	NA	NA	NA	346
NC_005823.1	299524	unaware	+	299908;12	NA	NA	NA	299907;33	347
NC_005823.1	299525	unaware	+	NA	NA	NA	299907;151	NA	347
NC_005823.1	300805	unaware	+	NA	NA	NA	300950;15	NA	348
NC_005823.1	300840	LIC_RS19980	+	301816;2	NA	NA	301182;38	301489;6	349
NC_005823.1	300949	LIC_RS19980	+	301238;2	NA	NA	NA	NA	350
NC_005823.1	302053	unaware	+	302268;2	NA	NA	NA	NA	351
NC_005823.1	303644	unaware	+	NA	NA	NA	304166;4	NA	352
NC_005823.1	305939	unaware	+	NA	NA	NA	306471;6	306324;2	353
NC_005823.1	308402	unaware	+	NA	NA	NA	308806;4	NA	354
NC_005823.1	311244	LIC_RS01405	+	NA	NA	NA	311785;15	NA	355
NC_005823.1	311245	LIC_RS01405	+	312195;2	NA	NA	NA	NA	355
NC_005823.1	311247	LIC_RS01405	+	NA	NA	NA	NA	312071;4	355
NC_005823.1	311280	LIC_RS01405	+	311794;1	NA	NA	NA	NA	356
NC_005823.1	312085	unaware	+	NA	NA	NA	NA	312551;5	357
NC_005823.1	312578	unaware	+	NA	NA	NA	NA	313439;4	358
NC_005823.1	312579	unaware	+	313412;2	NA	NA	NA	NA	358
NC_005823.1	313386	LIC_RS01415	+	NA	NA	NA	313711;2	NA	359
NC_005823.1	313438	LIC_RS01415	+	NA	NA	NA	313724;1	NA	360
NC_005823.1	313627	unaware	+	NA	NA	NA	314018;5	NA	361
NC_005823.1	314583	unaware	+	NA	NA	NA	314848;9	315155;4	362
NC_005823.1	315270	unaware	+	315475;2	NA	NA	NA	NA	363
NC_005823.1	315635	unaware	+	NA	NA	NA	NA	316331;5	364
NC_005823.1	316781	LIC_RS01430	+	NA	NA	NA	NA	317731;2	365
NC_005823.1	316851	LIC_RS01430	+	NA	NA	NA	317594;3	NA	366
NC_005823.1	318015	LIC_RS01435	+	NA	NA	NA	318248;7	NA	367
NC_005823.1	318176	unaware	+	NA	NA	NA	NA	319014;3	368
NC_005823.1	319631	LIC_RS01445	+	320151;1	NA	NA	320823;7	NA	369
NC_005823.1	319631	unaware	+	NA	NA	NA	NA	319870;2	369
NC_005823.1	319801	LIC_RS01445	+	320266;1	NA	NA	NA	NA	370
NC_005823.1	319846	LIC_RS01445	+	NA	NA	NA	NA	320149;1	371
NC_005823.1	320120	LIC_RS01445	+	NA	NA	NA	NA	320541;1	372
NC_005823.1	320121	LIC_RS01445	+	320342;1	NA	NA	NA	NA	372
NC_005823.1	321246	unaware	+	NA	NA	NA	322421;40	322421;8	373
NC_005823.1	321247	unaware	+	321802;2	NA	NA	NA	NA	373
NC_005823.1	322585	unaware	+	NA	NA	NA	NA	322904;3	374
NC_005823.1	322586	unaware	+	NA	NA	NA	323896;5	NA	374
NC_005823.1	323075	LIC_RS01460	+	323941;5	NA	NA	NA	NA	375
NC_005823.1	323301	LIC_RS01460	+	NA	NA	NA	323869;17	NA	376
NC_005823.1	323907	LIC_RS01465	+	324505;1	NA	NA	NA	NA	377
NC_005823.1	324018	LIC_RS01465	+	324491;1	NA	NA	NA	NA	378
NC_005823.1	324189	LIC_RS01465	+	324497;1	NA	NA	NA	NA	379
NC_005823.1	324384	LIC_RS01465	+	NA	NA	NA	324859;5	324848;3	380
NC_005823.1	325046	unaware	+	NA	NA	NA	NA	325968;2	381
NC_005823.1	325587	unaware	+	NA	NA	NA	325922;6	NA	382
NC_005823.1	325675	unaware	+	NA	NA	NA	NA	325915;2	383
NC_005823.1	328390	unaware	+	NA	NA	NA	329260;2	328960;2	384
NC_005823.1	329408	LIC_RS01475	+	NA	NA	NA	NA	330161;2	385
NC_005823.1	329750	LIC_RS23245	+	NA	NA	NA	330138;7	NA	386
NC_005823.1	329838	LIC_RS01485	+	330143;26	NA	NA	330569;142	330857;39	387
NC_005823.1	331270	LIC_RS01495	+	331938;3	NA	NA	331772;46	333020;20	388
NC_005823.1	331273	LIC_RS01500	+	NA	NA	332185;1	NA	NA	388
NC_005823.1	331399	LIC_RS01500	+	NA	NA	333082;1	NA	NA	389
NC_005823.1	331640	unaware	+	NA	NA	NA	332022;79	NA	390
NC_005823.1	332617	unaware	+	333079;3	NA	NA	NA	NA	391
NC_005823.1	333400	unaware	+	NA	NA	NA	NA	333534;2	392
NC_005823.1	333913	unaware	+	NA	NA	NA	334087;4	NA	393
NC_005823.1	334400	LIC_RS01510	+	NA	NA	NA	335246;1	NA	394
NC_005823.1	334500	LIC_RS01510	+	NA	NA	NA	335439;2	NA	395
NC_005823.1	335196	LIC_RS01515	+	NA	NA	NA	335724;4	NA	396
NC_005823.1	335201	LIC_RS01515	+	NA	335564;2	NA	NA	NA	396
NC_005823.1	335202	LIC_RS01515	+	335623;2	NA	NA	NA	NA	396
NC_005823.1	335812	unaware	+	NA	NA	NA	336721;4	NA	397
NC_005823.1	337261	unaware	+	NA	NA	NA	337427;2	NA	398
NC_005823.1	337938	LIC_RS01525	+	NA	NA	NA	339159;15	338645;3	399
NC_005823.1	338000	LIC_RS01525	+	NA	NA	NA	NA	338807;2	400
NC_005823.1	338033	LIC_RS01525	+	NA	NA	NA	339611;7	NA	401
NC_005823.1	339998	LIC_RS01540	+	NA	NA	NA	340328;1	NA	402
NC_005823.1	340106	LIC_RS01540	+	NA	NA	NA	340433;1	NA	403
NC_005823.1	340146	LIC_RS01540	+	NA	NA	NA	340433;1	NA	404
NC_005823.1	342506	LIC_RS01565	+	NA	NA	NA	NA	342844;1	405
NC_005823.1	342569	LIC_RS01565	+	NA	NA	NA	NA	342865;1	406
NC_005823.1	342575	LIC_RS01565	+	NA	NA	NA	343115;9	NA	406
NC_005823.1	342587	LIC_RS01565	+	343092;1	NA	NA	NA	NA	407
NC_005823.1	342617	LIC_RS01565	+	342727;1	NA	NA	NA	NA	408
NC_005823.1	342734	unaware	+	342864;2	NA	NA	NA	NA	409
NC_005823.1	342734	LIC_RS01570	+	NA	NA	NA	343491;75	343491;17	409
NC_005823.1	345204	unaware	+	NA	NA	NA	345981;2	NA	410
NC_005823.1	345296	unaware	+	NA	NA	NA	345969;9	NA	411
NC_005823.1	348029	LIC_RS01595	+	NA	NA	NA	348539;2	NA	412
NC_005823.1	348041	LIC_RS01595	+	NA	NA	NA	348492;1	NA	413
NC_005823.1	348958	unaware	+	NA	NA	NA	349794;5	NA	414
NC_005823.1	352380	unaware	+	NA	NA	NA	353049;4	NA	415
NC_005823.1	355800	LIC_RS01620	+	NA	NA	NA	356111;1	NA	416
NC_005823.1	355830	LIC_RS01620	+	NA	NA	NA	356383;1	NA	417
NC_005823.1	356259	unaware	+	NA	NA	NA	NA	356535;3	418
NC_005823.1	356652	unaware	+	NA	NA	NA	357230;9	357232;3	419
NC_005823.1	359084	unaware	+	NA	NA	NA	359671;24	360033;4	420
NC_005823.1	359721	LIC_RS01640	+	360467;1	NA	NA	NA	NA	421
NC_005823.1	359835	LIC_RS01645	+	NA	NA	NA	NA	361296;1	422
NC_005823.1	360003	LIC_RS01640	+	360482;1	NA	NA	NA	NA	423
NC_005823.1	361222	LIC_RS01645	+	NA	NA	NA	NA	361917;1	424
NC_005823.1	361227	LIC_RS01645	+	NA	NA	NA	362068;2	NA	424
NC_005823.1	361233	LIC_RS01645	+	NA	NA	NA	NA	361774;1	424
NC_005823.1	361258	LIC_RS01650	+	363170;1	NA	NA	362153;41	362977;12	425
NC_005823.1	361908	LIC_RS01650	+	362150;1	NA	NA	NA	NA	426
NC_005823.1	366261	unaware	+	NA	NA	NA	366876;6	NA	427
NC_005823.1	366817	unaware	+	NA	NA	NA	NA	367161;2	428
NC_005823.1	367853	LIC_RS01680	+	NA	NA	NA	NA	368441;3	429
NC_005823.1	367858	LIC_RS01680	+	NA	NA	NA	368379;27	NA	429
NC_005823.1	368360	unaware	+	NA	NA	NA	368587;20	NA	430
NC_005823.1	371790	unaware	+	NA	NA	NA	372190;4	372130;2	431
NC_005823.1	372675	unaware	+	372970;2	NA	NA	373629;47	373638;15	432
NC_005823.1	374415	unaware	+	NA	NA	NA	NA	374964;2	433
NC_005823.1	374416	unaware	+	NA	NA	NA	374967;2	NA	433
NC_005823.1	375409	unaware	+	NA	NA	NA	375813;3	NA	434
NC_005823.1	377376	LIC_RS01725	+	NA	NA	NA	378640;1	NA	435
NC_005823.1	377566	LIC_RS01725	+	NA	NA	NA	377803;1	NA	436
NC_005823.1	379080	unaware	+	NA	NA	NA	379772;2	NA	437
NC_005823.1	379680	LIC_RS22080	+	380693;1	NA	NA	NA	NA	438
NC_005823.1	379756	LIC_RS22080	+	380543;1	NA	NA	NA	NA	439
NC_005823.1	380343	LIC_RS22080	+	NA	NA	NA	380975;2	NA	440
NC_005823.1	380466	LIC_RS22080	+	380721;1	NA	NA	NA	NA	441
NC_005823.1	383899	unaware	+	NA	NA	NA	384140;3	NA	442
NC_005823.1	386288	unaware	+	NA	NA	NA	386753;2	NA	443
NC_005823.1	387839	unaware	+	NA	NA	NA	388429;11	388295;2	444
NC_005823.1	388977	unaware	+	NA	NA	NA	390195;2	NA	445
NC_005823.1	389286	unaware	+	NA	NA	NA	NA	390146;2	446
NC_005823.1	389448	LIC_RS01785	+	NA	390196;1	NA	NA	NA	447
NC_005823.1	389795	unaware	+	390094;2	NA	NA	NA	NA	448
NC_005823.1	389826	LIC_RS01785	+	390206;67	390098;2	NA	390203;525	390331;117	449
NC_005823.1	390821	unaware	+	NA	NA	NA	NA	391461;4	450
NC_005823.1	391341	LIC_RS01795	+	NA	NA	NA	391773;2	NA	451
NC_005823.1	391709	unaware	+	NA	NA	NA	391946;9	NA	452
NC_005823.1	391742	unaware	+	NA	NA	NA	NA	392646;3	453
NC_005823.1	392298	unaware	+	392852;2	NA	NA	NA	NA	454
NC_005823.1	394078	unaware	+	NA	NA	NA	NA	394557;2	455
NC_005823.1	394099	LIC_RS01805	+	394557;6	394566;1	NA	NA	NA	456
NC_005823.1	394099	unaware	+	NA	NA	NA	NA	394557;8	456
NC_005823.1	394103	unaware	+	NA	NA	NA	394557;68	NA	456
NC_005823.1	394176	LIC_RS01805	+	394557;12	394440;1	NA	394557;219	394557;49	457
NC_005823.1	396864	LIC_RS01820	+	397368;6	NA	NA	397368;43	397999;6	458
NC_005823.1	397580	unaware	+	397968;2	NA	NA	NA	NA	459
NC_005823.1	397693	LIC_RS01825	+	NA	NA	NA	NA	397945;1	460
NC_005823.1	397871	LIC_RS01825	+	NA	NA	NA	NA	398886;1	461
NC_005823.1	398050	unaware	+	398290;2	NA	NA	NA	NA	462
NC_005823.1	398588	LIC_RS01830	+	NA	NA	NA	NA	398960;4	463
NC_005823.1	398803	LIC_RS01830	+	NA	NA	NA	399807;23	NA	464
NC_005823.1	399249	unaware	+	399507;2	NA	NA	NA	NA	465
NC_005823.1	399556	unaware	+	399902;2	NA	NA	NA	NA	466
NC_005823.1	400894	unaware	+	NA	NA	NA	401178;2	NA	467
NC_005823.1	402494	unaware	+	NA	NA	NA	NA	402755;2	468
NC_005823.1	402803	unaware	+	NA	NA	NA	NA	402957;2	469
NC_005823.1	403984	unaware	+	NA	NA	NA	404407;3	NA	470
NC_005823.1	410123	LIC_RS01880	+	410800;6	NA	NA	NA	NA	471
NC_005823.1	410127	LIC_RS01880	+	NA	NA	NA	410415;92	410294;28	471
NC_005823.1	410429	unaware	+	NA	NA	NA	410803;103	NA	472
NC_005823.1	413248	LIC_RS20030	+	413960;2	NA	NA	413754;31	414309;10	473
NC_005823.1	413368	LIC_RS01895	+	413754;1	NA	NA	NA	NA	474
NC_005823.1	415949	unaware	+	NA	NA	NA	416544;3	NA	475
NC_005823.1	417639	unaware	+	NA	NA	NA	417815;4	NA	476
NC_005823.1	419701	unaware	+	NA	NA	NA	419857;12	NA	477
NC_005823.1	423441	unaware	+	NA	NA	NA	423724;2	NA	478
NC_005823.1	423485	LIC_RS01930	+	NA	NA	NA	423641;11	NA	479
NC_005823.1	423866	unaware	+	NA	NA	NA	NA	424193;2	480
NC_005823.1	424855	unaware	+	NA	NA	NA	425006;2	NA	481
NC_005823.1	426905	LIC_RS22345	+	NA	NA	NA	428033;1	NA	482
NC_005823.1	428555	unaware	+	NA	NA	NA	NA	428730;3	483
NC_005823.1	429063	LIC_RS01960	+	NA	NA	NA	NA	429741;4	484
NC_005823.1	429064	LIC_RS01960	+	430241;2	NA	NA	429465;13	NA	484
NC_005823.1	429876	LIC_RS01965	+	NA	NA	NA	NA	430278;2	485
NC_005823.1	429887	LIC_RS01965	+	NA	NA	NA	430099;8	NA	486
NC_005823.1	434819	unaware	+	NA	NA	NA	435058;3	NA	487
NC_005823.1	435809	LIC_RS01995	+	NA	NA	NA	436692;4	NA	488
NC_005823.1	435964	LIC_RS02000	+	NA	NA	NA	NA	436462;29	489
NC_005823.1	435965	LIC_RS02000	+	436899;7	NA	NA	436462;117	NA	489
NC_005823.1	439078	unaware	+	NA	NA	NA	439503;2	NA	490
NC_005823.1	439601	LIC_RS02010	+	440187;1	NA	NA	NA	NA	491
NC_005823.1	439718	LIC_RS02010	+	NA	NA	NA	440583;6	NA	492
NC_005823.1	439742	LIC_RS02010	+	439953;1	NA	NA	NA	NA	493
NC_005823.1	440414	LIC_RS02015	+	440679;3	NA	NA	NA	NA	494
NC_005823.1	440438	LIC_RS02015	+	NA	NA	NA	440883;39	NA	495
NC_005823.1	442675	unaware	+	NA	NA	NA	443171;3	NA	496
NC_005823.1	442826	unaware	+	NA	NA	NA	NA	442945;2	497
NC_005823.1	444573	unaware	+	NA	NA	NA	NA	445068;2	498
NC_005823.1	444963	LIC_RS23260	+	NA	445716;1	NA	NA	NA	499
NC_005823.1	444965	LIC_RS23260	+	446085;9	NA	NA	446115;154	446192;44	499
NC_005823.1	444983	LIC_RS02030	+	NA	445337;1	NA	NA	NA	500
NC_005823.1	445237	LIC_RS02030	+	445366;1	NA	NA	NA	NA	501
NC_005823.1	447640	LIC_RS02035	+	NA	NA	NA	449210;20	448097;7	502
NC_005823.1	449542	unaware	+	449744;2	NA	NA	NA	449744;7	503
NC_005823.1	449552	unaware	+	NA	NA	NA	449674;19	NA	503
NC_005823.1	452377	unaware	+	NA	NA	NA	452709;21	452709;6	504
NC_005823.1	452888	unaware	+	NA	NA	NA	NA	453638;2	505
NC_005823.1	452973	LIC_RS02070	+	454479;5	NA	NA	NA	NA	506
NC_005823.1	452975	LIC_RS02070	+	NA	NA	NA	454430;63	454234;17	506
NC_005823.1	452985	LIC_RS02075	+	NA	454381;1	NA	NA	NA	506
NC_005823.1	453805	LIC_RS02075	+	NA	454477;1	NA	NA	NA	507
NC_005823.1	456849	LIC_RS02095	+	NA	NA	NA	NA	458264;4	508
NC_005823.1	456852	unaware	+	NA	NA	NA	457378;29	NA	508
NC_005823.1	457165	LIC_RS02095	+	NA	NA	NA	NA	458204;4	509
NC_005823.1	457321	unaware	+	NA	NA	NA	458330;54	NA	510
NC_005823.1	457322	LIC_RS02100	+	458741;4	NA	NA	NA	NA	510
NC_005823.1	458136	LIC_RS02100	+	NA	NA	NA	NA	458742;6	511
NC_005823.1	459767	unaware	+	NA	NA	NA	460476;3	460475;2	512
NC_005823.1	459862	LIC_RS02110	+	NA	NA	NA	460475;135	460701;31	513
NC_005823.1	459864	LIC_RS02110	+	460787;8	NA	NA	NA	NA	513
NC_005823.1	460004	LIC_RS02115	+	460787;3	NA	NA	NA	NA	514
NC_005823.1	460570	LIC_RS02120	+	NA	NA	NA	460787;118	460787;27	515
NC_005823.1	461234	unaware	+	461460;2	NA	NA	NA	NA	516
NC_005823.1	462702	LIC_RS02125	+	463255;3	NA	NA	NA	NA	517
NC_005823.1	462708	LIC_RS02125	+	NA	NA	NA	463171;26	NA	517
NC_005823.1	464942	unaware	+	NA	NA	NA	465902;2	NA	518
NC_005823.1	465813	unaware	+	NA	NA	NA	NA	466057;2	519
NC_005823.1	466743	LIC_RS02135	+	NA	NA	NA	NA	467190;2	520
NC_005823.1	466745	LIC_RS02135	+	NA	NA	NA	467117;6	NA	520
NC_005823.1	466746	LIC_RS02135	+	466991;2	NA	NA	NA	NA	520
NC_005823.1	469306	LIC_RS02150	+	NA	NA	NA	NA	469690;1	521
NC_005823.1	469332	LIC_RS02150	+	NA	NA	NA	469838;12	NA	522
NC_005823.1	469390	LIC_RS02150	+	NA	NA	NA	NA	469684;1	523
NC_005823.1	469810	LIC_RS02155	+	NA	NA	NA	470879;6	NA	524
NC_005823.1	469832	LIC_RS02155	+	NA	NA	NA	471315;3	NA	525
NC_005823.1	470442	unaware	+	470645;2	NA	NA	NA	NA	526
NC_005823.1	471316	unaware	+	NA	NA	NA	NA	471698;13	527
NC_005823.1	471338	unaware	+	NA	NA	NA	471698;60	NA	528
NC_005823.1	471915	LIC_RS02160	+	472521;1	NA	NA	NA	NA	529
NC_005823.1	471916	unaware	+	NA	NA	NA	473338;3	NA	529
NC_005823.1	471958	LIC_RS02160	+	NA	NA	NA	NA	472861;2	530
NC_005823.1	472134	LIC_RS02160	+	472865;1	NA	NA	NA	472521;3	531
NC_005823.1	474155	LIC_RS02170	+	NA	NA	NA	NA	474928;1	532
NC_005823.1	474214	LIC_RS02170	+	NA	NA	NA	474703;4	NA	533
NC_005823.1	474355	LIC_RS02170	+	NA	NA	NA	NA	474587;1	534
NC_005823.1	475272	unaware	+	NA	NA	NA	475467;5	NA	535
NC_005823.1	475800	LIC_RS02185	+	NA	NA	NA	476481;12	NA	536
NC_005823.1	475882	unaware	+	NA	NA	NA	NA	476673;4	537
NC_005823.1	478211	unaware	+	NA	NA	NA	478824;2	NA	538
NC_005823.1	478333	unaware	+	NA	NA	NA	NA	478735;3	539
NC_005823.1	481466	unaware	+	NA	NA	NA	482130;4	NA	540
NC_005823.1	481680	LIC_RS02195	+	482110;27	482107;3	NA	NA	482107;107	541
NC_005823.1	481685	LIC_RS02195	+	NA	NA	NA	482107;498	NA	541
NC_005823.1	486203	unaware	+	NA	NA	NA	486769;2	NA	542
NC_005823.1	486411	unaware	+	NA	NA	NA	486728;19	NA	543
NC_005823.1	486564	LIC_RS02215	+	487062;3	NA	NA	NA	NA	544
NC_005823.1	486565	LIC_RS02215	+	NA	NA	NA	488413;65	487062;33	544
NC_005823.1	487640	LIC_RS02220	+	NA	NA	NA	NA	487943;1	545
NC_005823.1	487704	LIC_RS02220	+	NA	NA	NA	NA	487980;1	546
NC_005823.1	487802	LIC_RS02220	+	NA	NA	NA	NA	488660;1	547
NC_005823.1	487843	LIC_RS02225	+	NA	488240;1	NA	NA	NA	548
NC_005823.1	487922	LIC_RS02225	+	NA	488232;1	NA	NA	NA	549
NC_005823.1	487923	LIC_RS02225	+	NA	NA	NA	NA	488340;4	549
NC_005823.1	487981	LIC_RS02225	+	NA	NA	NA	488375;4	NA	550
NC_005823.1	488639	unaware	+	NA	488808;3	NA	NA	NA	551
NC_005823.1	488641	unaware	+	488797;38	NA	NA	488799;506	488799;156	551
NC_005823.1	489003	LIC_RS02235	+	489190;14	NA	NA	489195;124	489195;38	552
NC_005823.1	489372	LIC_RS02240	+	NA	NA	NA	NA	490405;8	553
NC_005823.1	489375	unaware	+	490466;7	NA	NA	NA	NA	553
NC_005823.1	489649	LIC_RS02240	+	NA	NA	NA	NA	489871;9	554
NC_005823.1	489842	unaware	+	NA	NA	NA	490466;83	490313;27	555
NC_005823.1	490634	LIC_RS02245	+	NA	NA	NA	NA	491534;24	556
NC_005823.1	490637	LIC_RS02245	+	NA	NA	NA	491103;87	NA	556
NC_005823.1	490639	LIC_RS02245	+	491536;7	NA	NA	NA	NA	556
NC_005823.1	490702	LIC_RS02245	+	NA	491698;2	NA	NA	NA	557
NC_005823.1	490703	LIC_RS02245	+	491534;8	NA	NA	491535;129	491533;28	557
NC_005823.1	490765	LIC_RS02255	+	NA	492357;1	NA	NA	NA	558
NC_005823.1	490955	LIC_RS02250	+	NA	NA	491596;1	NA	NA	559
NC_005823.1	491097	LIC_RS02250	+	NA	NA	492060;1	NA	NA	560
NC_005823.1	491114	LIC_RS02250	+	NA	NA	NA	491979;88	NA	561
NC_005823.1	492084	LIC_RS02255	+	492938;4	NA	NA	492505;47	494041;8	562
NC_005823.1	492094	LIC_RS02255	+	NA	493127;1	NA	NA	NA	562
NC_005823.1	492122	LIC_RS02255	+	492704;3	NA	NA	NA	NA	563
